def(BITMAPDEBUG),
(def(X11)&def(USE_MOUSE)),
(def(VMS)&!def(BSD)),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(PIPE_IPC),
def(PIPES),
def(USE_SYSTEM_TIME),
!def(BADRAND),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(MSDOS),
!def(USE_SYSTEM_TIME),
def(VMS),
!def(RELEASE_VERSION),
!def(LITE),
!def(HAVE_ERF),
def(_Windows),
(!def(MSDOS)&!def(VMS)),
def(TEST_TIME),
def(__ZTC__),
(def(VMS)&!def(MSDOS)),
True,
def(BADRAND),
def(NO_LOCALE_H),
!def(HAVE_ERFC),
def(RELEASE_VERSION),
def(TEST_TERMDOC),
def(PM3D),
!def(BITMAPDEBUG),
def(MSDOS),
def(TEST_STRFTIME),
!def(lint),
!def(NO_LOCALE_H),
