def(BITMAPDEBUG),
def(BADRAND),
!def(HAVE_ERFC),
!def(PROTOTYPES),
def(PM3D),
def(MSDOS),
def(RELEASE_VERSION),
!def(RELEASE_VERSION),
(!def(MSDOS)&!def(VMS)),
!def(lint),
!def(BADRAND),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(BITMAPDEBUG),
!def(USE_SYSTEM_TIME),
def(__ZTC__),
def(PIPE_IPC),
!def(HAVE_ERF),
(def(VMS)&!def(BSD)),
def(TEST_TIME),
def(TEST_TERMDOC),
def(VMS),
True,
!def(MSDOS),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(USE_MOUSE),
def(PIPES),
def(_Windows),
!def(LITE),
def(PROTOTYPES),
def(TEST_STRFTIME),
(def(VMS)&!def(MSDOS)),
def(USE_SYSTEM_TIME),
