def(_Windows),
(def(VMS)&!def(MSDOS)),
def(__ZTC__),
!def(lint),
def(TEST_TERMDOC),
def(PM3D),
def(BITMAPDEBUG),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(USE_SYSTEM_TIME),
True,
def(RELEASE_VERSION),
!def(LITE),
def(VMS),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(NO_LOCALE_H),
def(MSDOS),
!def(BITMAPDEBUG),
def(BADRAND),
def(USE_SYSTEM_TIME),
def(USE_MOUSE),
(!def(MSDOS)&!def(VMS)),
def(TEST_TIME),
def(PIPES),
def(TEST_STRFTIME),
!def(BADRAND),
(def(VMS)&!def(BSD)),
!def(RELEASE_VERSION),
def(NO_LOCALE_H),
!def(MSDOS),
!def(HAVE_ERFC),
def(PIPE_IPC),
!def(HAVE_ERF),
