def(TEST_STRFTIME),
!def(AMIGA_SC_6_1),
(!def(PIPE_IPC)&def(__ZTC__)),
def(_Windows),
!def(lint),
!def(GP_STRING_VARS),
(!def(VOLATILE_REFRESH)&!def(EAM_HISTOGRAMS)&def(EAM_DATASTRINGS)),
(!def(AMIGA_SC_6_1)&!def(PM3D)&def(USE_ULIG_FILLEDBOXES)),
(!def(AMIGA_SC_6_1)&!def(LITE)),
def(AMIGA_AC_5),
def(EAM_OBJECTS),
def(GP_MACROS),
(!def(AMIGA_SC_6_1)&def(USE_MOUSE)),
(!def(AMIGA_SC_6_1)&!def(PM3D)),
def(PM3D),
def(TEST_TIME),
!def(RELEASE_VERSION),
(!def(AMIGA_SC_6_1)&def(EAM_DATASTRINGS)),
!def(BITMAPDEBUG),
!def(__PUREC__),
def(__PUREC__),
!def(USE_SYSTEM_TIME),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
True,
!def(OLDUNSETTICS),
def(HAVE_LOCALE_H),
!def(HAVE_LOCALE_H),
!def(GNUPLOT_HISTORY),
(!def(VOLATILE_REFRESH)&def(EAM_OBJECTS)),
def(EXTENDED_COLOR_SPECS),
(!def(MSDOS)&!def(VMS)),
(!def(PIPE_IPC)&def(VMS)),
!def(EXTENDED_COLOR_SPECS),
def(USE_SYSTEM_TIME),
def(MSDOS),
def(WITH_IMAGE),
!def(EAM_HISTOGRAMS),
!def(BINARY_DATA_FILE),
def(RELEASE_VERSION),
!def(WITH_IMAGE),
(!def(VOLATILE_REFRESH)&!def(EAM_HISTOGRAMS)),
def(EAM_HISTOGRAMS),
def(EAM_DATASTRINGS),
!def(LITE),
def(OLDUNSETTICS),
(!def(AMIGA_SC_6_1)&!def(PM3D)&def(EAM_HISTOGRAMS)),
def(PIPE_IPC),
def(BITMAPDEBUG),
def(PIPES),
def(BINARY_DATA_FILE),
def(BACKWARDS_COMPATIBLE),
def(USE_MOUSE),
(def(VMS)&!def(MSDOS)),
def(TEST_TERMDOC),
!def(MSDOS),
(def(VMS)&!def(BSD)),
def(GP_STRING_VARS),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(GNUPLOT_HISTORY),
!def(GPLT_X11_MODE),
(!def(AMIGA_SC_6_1)&def(EAM_HISTOGRAMS)),
