def(TEST_TERMDOC),
def(BITMAPDEBUG),
!def(USE_SYSTEM_TIME),
def(LITE),
!def(NO_LOCALE_H),
(!def(MSDOS)&!def(VMS)),
!def(MSDOS),
def(VMS),
!def(lint),
!def(BADRAND),
!def(LITE),
!def(HAVE_ERF),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
True,
def(NO_LOCALE_H),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(PIPES),
(def(VMS)&!def(MSDOS)),
def(_Windows),
def(__ZTC__),
(def(VMS)&!def(BSD)),
!def(HAVE_ERFC),
def(TEST_TIME),
!def(BITMAPDEBUG),
def(TEST_STRFTIME),
def(BADRAND),
def(USE_SYSTEM_TIME),
def(MSDOS),
