def(RELEASE_VERSION),
!def(LITE),
!def(MSDOS),
!def(USE_SYSTEM_TIME),
def(TEST_STRFTIME),
!def(lint),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(_Windows),
def(MSDOS),
(def(VMS)&!def(MSDOS)),
def(PROTOTYPES),
def(PM3D),
(!def(MSDOS)&!def(VMS)),
def(BITMAPDEBUG),
def(__ZTC__),
def(VMS),
!def(PROTOTYPES),
def(USE_SYSTEM_TIME),
!def(BADRAND),
def(BADRAND),
!def(HAVE_ERFC),
def(USE_MOUSE),
!def(BITMAPDEBUG),
def(PIPE_IPC),
True,
!def(RELEASE_VERSION),
def(TEST_TIME),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
(def(VMS)&!def(BSD)),
def(TEST_TERMDOC),
!def(HAVE_ERF),
def(PIPES),
