!def(RELEASE_VERSION),
def(USE_SYSTEM_TIME),
def(RELEASE_VERSION),
def(TEST_STRFTIME),
!def(HAVE_ERFC),
!def(NO_LOCALE_H),
def(__ZTC__),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(lint),
!def(BITMAPDEBUG),
(def(VMS)&!def(MSDOS)),
!def(USE_SYSTEM_TIME),
def(VMS),
!def(LITE),
!def(MSDOS),
def(BADRAND),
def(TEST_TERMDOC),
(!def(MSDOS)&!def(VMS)),
!def(BADRAND),
(def(VMS)&!def(BSD)),
def(MSDOS),
def(TEST_TIME),
def(PIPES),
def(_Windows),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
True,
def(NO_LOCALE_H),
def(BITMAPDEBUG),
!def(HAVE_ERF),
