def(MSDOS),
def(VMS),
!def(HAVE_ERF),
def(NO_LOCALE_H),
!def(BADRAND),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(_Windows),
!def(lint),
def(USE_SYSTEM_TIME),
def(TEST_STRFTIME),
!def(NO_LOCALE_H),
def(RELEASE_VERSION),
!def(BITMAPDEBUG),
!def(MSDOS),
(def(VMS)&!def(MSDOS)),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(PIPE_IPC),
!def(HAVE_ERFC),
True,
def(USE_MOUSE),
def(PIPES),
!def(RELEASE_VERSION),
def(__ZTC__),
(!def(MSDOS)&!def(VMS)),
def(PM3D),
def(BADRAND),
def(BITMAPDEBUG),
!def(LITE),
(def(VMS)&!def(BSD)),
def(TEST_TERMDOC),
!def(USE_SYSTEM_TIME),
def(TEST_TIME),
