!def(HAVE_ERFC),
def(RELEASE_VERSION),
def(TEST_STRFTIME),
def(TEST_TERMDOC),
def(MSDOS),
!def(NO_LOCALE_H),
def(BITMAPDEBUG),
!def(MSDOS),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(PIPES),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(USE_SYSTEM_TIME),
!def(RELEASE_VERSION),
def(_Windows),
def(VMS),
def(NO_LOCALE_H),
(!def(MSDOS)&!def(VMS)),
def(TEST_TIME),
(def(VMS)&!def(BSD)),
def(USE_SYSTEM_TIME),
!def(BITMAPDEBUG),
!def(lint),
(def(VMS)&!def(MSDOS)),
True,
def(BADRAND),
def(__ZTC__),
!def(LITE),
!def(BADRAND),
!def(HAVE_ERF),
