def(RELEASE_VERSION),
def(PROTOTYPES),
def(MSDOS),
!def(PROTOTYPES),
!def(RELEASE_VERSION),
def(PM3D),
(!def(MSDOS)&!def(VMS)),
(def(VMS)&!def(BSD)),
def(TEST_STRFTIME),
!def(USE_SYSTEM_TIME),
!def(MSDOS),
def(PIPE_IPC),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(GP_ISVAR),
def(TEST_TIME),
def(USE_MOUSE),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(VMS),
def(BITMAPDEBUG),
def(TEST_TERMDOC),
!def(BITMAPDEBUG),
def(_Windows),
(def(VMS)&!def(MSDOS)),
!def(LITE),
def(USE_SYSTEM_TIME),
def(__ZTC__),
def(PIPES),
True,
!def(lint),
