def(BITMAPDEBUG),
!def(MSDOS),
(def(VMS)&!def(MSDOS)),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(RELEASE_VERSION),
(!def(MSDOS)&!def(VMS)),
def(VMS),
def(_Windows),
def(__ZTC__),
def(PM3D),
def(RELEASE_VERSION),
def(BADRAND),
!def(NO_LOCALE_H),
def(TEST_TIME),
!def(lint),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(USE_SYSTEM_TIME),
!def(LITE),
!def(BITMAPDEBUG),
!def(BADRAND),
!def(HAVE_ERFC),
def(USE_SYSTEM_TIME),
(def(VMS)&!def(BSD)),
!def(HAVE_ERF),
def(USE_MOUSE),
def(PIPE_IPC),
def(NO_LOCALE_H),
True,
def(PIPES),
def(MSDOS),
def(TEST_STRFTIME),
def(TEST_TERMDOC),
