!def(__PUREC__),
def(PIPE_IPC),
(!def(AMIGA_SC_6_1)&!def(PM3D)),
(def(VMS)&!def(MSDOS)),
def(PIPES),
(!def(APOLLO)&def(GP_STRING_VARS)),
!def(RELEASE_VERSION),
!def(AMIGA_SC_6_1),
def(MSDOS),
def(GP_MACROS),
def(RELEASE_VERSION),
def(EAM_HISTOGRAMS),
(!def(AMIGA_SC_6_1)&def(EAM_HISTOGRAMS)),
(!def(PIPE_IPC)&def(VMS)),
def(BINARY_DATA_FILE),
def(USE_SYSTEM_TIME),
def(EAM_DATASTRINGS),
(!def(AMIGA_SC_6_1)&!def(PM3D)&def(EAM_HISTOGRAMS)),
def(GP_STRING_VARS),
def(TEST_STRFTIME),
!def(BITMAPDEBUG),
def(PM3D),
!def(USE_SYSTEM_TIME),
def(__PUREC__),
def(USE_MOUSE),
def(TEST_TIME),
def(_Windows),
!def(MSDOS),
True,
(!def(AMIGA_SC_6_1)&def(EAM_DATASTRINGS)),
def(BITMAPDEBUG),
def(AMIGA_AC_5),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(BINARY_DATA_FILE),
(def(VMS)&!def(BSD)),
!def(LITE),
def(TEST_TERMDOC),
(!def(AMIGA_SC_6_1)&!def(PM3D)&def(USE_ULIG_FILLEDBOXES)),
(!def(PIPE_IPC)&def(__ZTC__)),
(!def(MSDOS)&!def(VMS)),
!def(EAM_HISTOGRAMS),
!def(lint),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
