!def(PROTOTYPES),
(def(VMS)&!def(BSD)),
(def(VMS)&!def(MSDOS)),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(__ZTC__),
def(VMS),
!def(MSDOS),
True,
def(MSDOS),
def(TEST_TERMDOC),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(lint),
!def(BITMAPDEBUG),
!def(GP_ISVAR),
!def(USE_SYSTEM_TIME),
def(PM3D),
def(BITMAPDEBUG),
def(USE_SYSTEM_TIME),
def(PROTOTYPES),
def(TEST_TIME),
def(_Windows),
def(PIPES),
(!def(MSDOS)&!def(VMS)),
def(PIPE_IPC),
def(TEST_STRFTIME),
