(!def(PIPE_IPC)&def(__ZTC__)),
def(PIPE_IPC),
!def(AMIGA_SC_6_1),
(!def(AMIGA_SC_6_1)&!def(PM3D)&def(USE_ULIG_FILLEDBOXES)),
(!def(PIPE_IPC)&def(VMS)),
(def(VMS)&!def(MSDOS)),
def(GP_MACROS),
!def(MSDOS),
(!def(APOLLO)&def(GP_STRING_VARS)),
!def(EAM_HISTOGRAMS),
(!def(MSDOS)&!def(VMS)),
def(RELEASE_VERSION),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(__PUREC__),
!def(BITMAPDEBUG),
(!def(AMIGA_SC_6_1)&def(EAM_HISTOGRAMS)),
(!def(AMIGA_SC_6_1)&def(EAM_DATASTRINGS)),
def(EAM_HISTOGRAMS),
!def(__PUREC__),
!def(RELEASE_VERSION),
def(BINARY_DATA_FILE),
def(EAM_DATASTRINGS),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(TEST_TERMDOC),
(def(VMS)&!def(BSD)),
def(AMIGA_AC_5),
!def(lint),
def(PIPES),
def(USE_SYSTEM_TIME),
def(TEST_STRFTIME),
def(MSDOS),
True,
def(GP_STRING_VARS),
(!def(AMIGA_SC_6_1)&!def(PM3D)),
!def(LITE),
(!def(AMIGA_SC_6_1)&!def(PM3D)&def(EAM_HISTOGRAMS)),
def(TEST_TIME),
!def(USE_SYSTEM_TIME),
!def(BINARY_DATA_FILE),
def(BITMAPDEBUG),
def(PM3D),
def(USE_MOUSE),
def(_Windows),
