(def(VMS)&!def(BSD)),
def(MSDOS),
def(PIPES),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(USE_SYSTEM_TIME),
!def(HAVE_ERFC),
!def(BITMAPDEBUG),
!def(MSDOS),
!def(BADRAND),
def(PIPE_IPC),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(LITE),
def(TEST_TIME),
def(TEST_TERMDOC),
(def(X11)&def(USE_MOUSE)),
def(RELEASE_VERSION),
(def(VMS)&!def(MSDOS)),
def(NO_LOCALE_H),
(!def(MSDOS)&!def(VMS)),
def(TEST_STRFTIME),
def(USE_SYSTEM_TIME),
!def(HAVE_ERF),
def(VMS),
def(BITMAPDEBUG),
!def(RELEASE_VERSION),
def(_Windows),
def(__ZTC__),
def(BADRAND),
True,
!def(lint),
def(PM3D),
!def(NO_LOCALE_H),
