def(HAVE_LOCALE_H),
(!def(BACKWARDS_COMPATIBLE)&def(GP_MACROS)),
def(USE_MOUSE),
!def(GPLT_X11_MODE),
def(GNUPLOT_HISTORY),
def(WIN32),
!def(EAM_OBJECTS),
(!def(VOLATILE_REFRESH)&def(EAM_OBJECTS)),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(PIPES),
(def(BACKWARDS_COMPATIBLE)&def(GNUPLOT_HISTORY)),
!def(HAVE_GD_PNG),
def(EAM_OBJECTS),
def(VOLATILE_REFRESH),
(!def(PIPE_IPC)&def(VMS)),
!def(USE_SYSTEM_TIME),
def(GP_MACROS),
def(TEST_STRFTIME),
def(BITMAPDEBUG),
(def(BACKWARDS_COMPATIBLE)&def(EAM_OBJECTS)),
!def(VOLATILE_REFRESH),
True,
(def(BACKWARDS_COMPATIBLE)&def(USE_MOUSE)),
def(TEST_TERMDOC),
(!def(EAM_OBJECTS)&def(BACKWARDS_COMPATIBLE)),
(!def(MSDOS)&!def(VMS)),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(EXTENDED_COLOR_SPECS),
!def(RELEASE_VERSION),
(!def(BACKWARDS_COMPATIBLE)&def(EAM_OBJECTS)),
def(RELEASE_VERSION),
def(__PUREC__),
def(BACKWARDS_COMPATIBLE),
def(TEST_TIME),
!def(BITMAPDEBUG),
def(_Windows),
!def(GNUPLOT_HISTORY),
!def(__PUREC__),
(!def(PIPE_IPC)&def(__ZTC__)),
!def(WIN32),
def(AMIGA_AC_5),
!def(HAVE_LOCALE_H),
def(USE_SYSTEM_TIME),
(!def(BACKWARDS_COMPATIBLE)&!def(GNUPLOT_HISTORY)),
!def(MSDOS),
def(ALLOW_DUMMY_VAR_FOR_GRAY),
def(PIPE_IPC),
!def(EXTENDED_COLOR_SPECS),
(def(VMS)&!def(MSDOS)),
!def(BACKWARDS_COMPATIBLE),
(def(BACKWARDS_COMPATIBLE)&!def(GNUPLOT_HISTORY)),
!def(E_MINEXP),
def(MSDOS),
(!def(BACKWARDS_COMPATIBLE)&def(GNUPLOT_HISTORY)),
(def(BACKWARDS_COMPATIBLE)&def(GP_MACROS)),
def(EAM_HISTOGRAMS),
(!def(BACKWARDS_COMPATIBLE)&def(USE_MOUSE)),
(def(VMS)&!def(BSD)),
!def(lint),
