def(BITMAPDEBUG),
def(MSDOS),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
(def(VMS)&!def(MSDOS)),
!def(NO_LOCALE_H),
!def(RELEASE_VERSION),
(!def(MSDOS)&!def(VMS)),
!def(USE_SYSTEM_TIME),
def(_Windows),
def(TEST_STRFTIME),
def(VMS),
def(TEST_TERMDOC),
def(USE_SYSTEM_TIME),
!def(HAVE_ERFC),
True,
(def(X11)&def(USE_MOUSE)),
!def(BITMAPDEBUG),
!def(HAVE_ERF),
def(PIPES),
def(PIPE_IPC),
!def(lint),
!def(MSDOS),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(RELEASE_VERSION),
!def(LITE),
def(NO_LOCALE_H),
def(PM3D),
def(__ZTC__),
def(BADRAND),
(def(VMS)&!def(BSD)),
!def(BADRAND),
def(TEST_TIME),
