def(__ZTC__),
def(TEST_STRFTIME),
def(MSDOS),
!def(MSDOS),
def(NO_LOCALE_H),
def(USE_SYSTEM_TIME),
!def(BADRAND),
def(_Windows),
!def(BITMAPDEBUG),
def(PM3D),
!def(HAVE_ERFC),
def(PIPES),
True,
(!def(MSDOS)&!def(VMS)),
def(TEST_TIME),
!def(HAVE_ERF),
!def(USE_SYSTEM_TIME),
def(BITMAPDEBUG),
def(BADRAND),
!def(LITE),
!def(NO_LOCALE_H),
def(USE_MOUSE),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
(def(VMS)&!def(MSDOS)),
def(RELEASE_VERSION),
def(PIPE_IPC),
(def(VMS)&!def(BSD)),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(TEST_TERMDOC),
def(VMS),
!def(RELEASE_VERSION),
!def(lint),
