def(HAVE_LOCALE_H),
!def(lint),
(!def(PIPE_IPC)&def(__ZTC__)),
(!def(AMIGA_SC_6_1)&!def(LITE)),
(!def(MSDOS)&!def(VMS)),
(def(VMS)&!def(BSD)),
def(VOLATILE_REFRESH),
(!def(PIPE_IPC)&def(VMS)),
(def(BACKWARDS_COMPATIBLE)&def(USE_MOUSE)),
(!def(VOLATILE_REFRESH)&def(EAM_OBJECTS)),
!def(BACKWARDS_COMPATIBLE),
!def(AMIGA_SC_6_1),
(def(BACKWARDS_COMPATIBLE)&def(GP_MACROS)),
def(BACKWARDS_COMPATIBLE),
!def(EXTENDED_COLOR_SPECS),
def(TEST_TIME),
!def(E_MINEXP),
(!def(BACKWARDS_COMPATIBLE)&!def(GNUPLOT_HISTORY)),
def(TEST_STRFTIME),
def(ALLOW_DUMMY_VAR_FOR_GRAY),
!def(EAM_OBJECTS),
def(EAM_OBJECTS),
def(MSDOS),
(!def(BACKWARDS_COMPATIBLE)&def(GP_MACROS)),
!def(VOLATILE_REFRESH),
(!def(AMIGA_SC_6_1)&def(USE_MOUSE)),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(MSDOS),
(def(BACKWARDS_COMPATIBLE)&!def(GNUPLOT_HISTORY)),
!def(RELEASE_VERSION),
def(EAM_HISTOGRAMS),
!def(__PUREC__),
def(PIPE_IPC),
def(AMIGA_AC_5),
(def(BACKWARDS_COMPATIBLE)&def(GNUPLOT_HISTORY)),
!def(GPLT_X11_MODE),
!def(HAVE_GD_PNG),
(def(BACKWARDS_COMPATIBLE)&def(EAM_OBJECTS)),
def(USE_SYSTEM_TIME),
def(GP_MACROS),
True,
!def(GNUPLOT_HISTORY),
def(TEST_TERMDOC),
def(PIPES),
!def(USE_SYSTEM_TIME),
def(_Windows),
(!def(EAM_OBJECTS)&def(BACKWARDS_COMPATIBLE)),
(def(VMS)&!def(MSDOS)),
def(EXTENDED_COLOR_SPECS),
(!def(EAM_OBJECTS)&!def(AMIGA_SC_6_1)),
(!def(BACKWARDS_COMPATIBLE)&def(EAM_OBJECTS)),
!def(LITE),
def(USE_MOUSE),
!def(HAVE_LOCALE_H),
def(BITMAPDEBUG),
!def(BITMAPDEBUG),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(GNUPLOT_HISTORY),
(!def(BACKWARDS_COMPATIBLE)&def(GNUPLOT_HISTORY)),
def(__PUREC__),
def(RELEASE_VERSION),
(!def(BACKWARDS_COMPATIBLE)&def(USE_MOUSE)),
