def(PM3D),
!def(MSDOS),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(__ZTC__),
!def(PROTOTYPES),
!def(USE_SYSTEM_TIME),
def(VMS),
def(TEST_TIME),
True,
def(MSDOS),
!def(lint),
(def(VMS)&!def(MSDOS)),
def(USE_SYSTEM_TIME),
!def(BITMAPDEBUG),
def(TEST_STRFTIME),
(def(VMS)&!def(BSD)),
def(PROTOTYPES),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(TEST_TERMDOC),
def(_Windows),
(!def(MSDOS)&!def(VMS)),
def(RELEASE_VERSION),
def(PIPE_IPC),
!def(GP_ISVAR),
!def(RELEASE_VERSION),
def(BITMAPDEBUG),
def(USE_MOUSE),
def(PIPES),
