def(TEST_TIME),
(def(X11)&def(USE_MOUSE)),
def(BADRAND),
!def(BADRAND),
(def(VMS)&!def(BSD)),
def(PM3D),
!def(NO_LOCALE_H),
def(__ZTC__),
!def(LITE),
def(PIPES),
!def(HAVE_ERF),
!def(USE_SYSTEM_TIME),
def(_Windows),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(RELEASE_VERSION),
def(BITMAPDEBUG),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(MSDOS),
def(MSDOS),
def(NO_LOCALE_H),
def(RELEASE_VERSION),
def(USE_SYSTEM_TIME),
(!def(MSDOS)&!def(VMS)),
True,
def(TEST_STRFTIME),
!def(HAVE_ERFC),
def(TEST_TERMDOC),
def(PIPE_IPC),
def(VMS),
!def(lint),
!def(BITMAPDEBUG),
(def(VMS)&!def(MSDOS)),
