def(PIPES),
def(VMS),
def(MSDOS),
def(USE_SYSTEM_TIME),
!def(lint),
(!def(MSDOS)&!def(VMS)),
!def(MSDOS),
!def(HAVE_ERFC),
(def(VMS)&!def(BSD)),
(def(VMS)&!def(MSDOS)),
!def(BADRAND),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(BADRAND),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(TEST_TERMDOC),
!def(HAVE_ERF),
def(__ZTC__),
True,
def(TEST_STRFTIME),
!def(USE_SYSTEM_TIME),
!def(LITE),
!def(BITMAPDEBUG),
def(_Windows),
def(TEST_TIME),
def(BITMAPDEBUG),
def(LITE),
