def(PIPES),
!def(__PUREC__),
def(USE_MOUSE),
(!def(PIPE_IPC)&def(__ZTC__)),
(!def(AMIGA_SC_6_1)&!def(PM3D)&def(EAM_HISTOGRAMS)),
def(TEST_TIME),
(!def(MSDOS)&!def(VMS)),
def(TEST_TERMDOC),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(LITE),
(!def(AMIGA_SC_6_1)&!def(PM3D)),
def(PM3D),
(!def(AMIGA_SC_6_1)&def(EAM_DATASTRINGS)),
(!def(AMIGA_SC_6_1)&def(EAM_HISTOGRAMS)),
def(__PUREC__),
!def(BINARY_DATA_FILE),
def(GP_STRING_VARS),
!def(EAM_HISTOGRAMS),
def(MSDOS),
def(USE_SYSTEM_TIME),
def(BINARY_DATA_FILE),
def(AMIGA_AC_5),
(def(VMS)&!def(BSD)),
!def(lint),
!def(BITMAPDEBUG),
def(EAM_HISTOGRAMS),
!def(RELEASE_VERSION),
(def(VMS)&!def(MSDOS)),
!def(AMIGA_SC_6_1),
def(GP_MACROS),
!def(USE_SYSTEM_TIME),
(!def(PIPE_IPC)&def(VMS)),
(!def(AMIGA_SC_6_1)&!def(PM3D)&def(USE_ULIG_FILLEDBOXES)),
def(EAM_DATASTRINGS),
def(PIPE_IPC),
def(TEST_STRFTIME),
def(RELEASE_VERSION),
def(_Windows),
True,
def(BITMAPDEBUG),
(!def(APOLLO)&def(GP_STRING_VARS)),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(MSDOS),
