def(PM3D),
def(__ZTC__),
def(MSDOS),
(def(VMS)&!def(BSD)),
!def(USE_SYSTEM_TIME),
def(TEST_TIME),
def(PROTOTYPES),
!def(lint),
def(BITMAPDEBUG),
def(USE_SYSTEM_TIME),
def(VMS),
True,
def(TEST_STRFTIME),
!def(LITE),
def(RELEASE_VERSION),
!def(PROTOTYPES),
(!def(MSDOS)&!def(VMS)),
!def(BITMAPDEBUG),
(def(VMS)&!def(MSDOS)),
!def(MSDOS),
def(PIPE_IPC),
def(_Windows),
def(USE_MOUSE),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(GP_ISVAR),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(RELEASE_VERSION),
def(TEST_TERMDOC),
def(PIPES),
