(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(TEST_TIME),
def(__ZTC__),
!def(BITMAPDEBUG),
!def(HAVE_ERFC),
!def(LITE),
def(VMS),
def(TEST_STRFTIME),
!def(NO_LOCALE_H),
(def(VMS)&!def(MSDOS)),
def(USE_SYSTEM_TIME),
(def(VMS)&!def(BSD)),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(USE_SYSTEM_TIME),
def(NO_LOCALE_H),
!def(lint),
!def(HAVE_ERF),
True,
def(TEST_TERMDOC),
!def(MSDOS),
def(_Windows),
!def(BADRAND),
def(MSDOS),
def(BADRAND),
def(PIPES),
(!def(MSDOS)&!def(VMS)),
def(BITMAPDEBUG),
