def(PM3D),
!def(HAVE_ERF),
!def(USE_SYSTEM_TIME),
!def(BITMAPDEBUG),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(TEST_TIME),
def(PIPE_IPC),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(TEST_STRFTIME),
def(__ZTC__),
def(_Windows),
!def(HAVE_ERFC),
def(PROTOTYPES),
def(BITMAPDEBUG),
!def(MSDOS),
!def(LITE),
def(RELEASE_VERSION),
(def(VMS)&!def(MSDOS)),
def(BADRAND),
(!def(MSDOS)&!def(VMS)),
!def(BADRAND),
True,
!def(lint),
!def(PROTOTYPES),
(def(VMS)&!def(BSD)),
def(PIPES),
def(MSDOS),
def(TEST_TERMDOC),
def(VMS),
!def(RELEASE_VERSION),
def(USE_MOUSE),
def(USE_SYSTEM_TIME),
