def(TEST_STRFTIME),
def(__ZTC__),
!def(BITMAPDEBUG),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(HAVE_ERFC),
def(_Windows),
!def(lint),
!def(NO_LOCALE_H),
def(MSDOS),
def(RELEASE_VERSION),
def(NO_LOCALE_H),
True,
!def(RELEASE_VERSION),
def(BADRAND),
(def(VMS)&!def(BSD)),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(TEST_TERMDOC),
def(USE_SYSTEM_TIME),
def(BITMAPDEBUG),
def(PIPES),
def(TEST_TIME),
!def(LITE),
def(VMS),
(!def(MSDOS)&!def(VMS)),
!def(HAVE_ERF),
!def(BADRAND),
!def(USE_SYSTEM_TIME),
(def(VMS)&!def(MSDOS)),
!def(MSDOS),
