def(PIPES),
!def(USE_SYSTEM_TIME),
(!def(MSDOS)&!def(VMS)),
!def(lint),
!def(HAVE_ERFC),
def(RELEASE_VERSION),
def(PROTOTYPES),
(def(VMS)&!def(BSD)),
def(USE_MOUSE),
def(__ZTC__),
def(MSDOS),
def(BITMAPDEBUG),
def(VMS),
True,
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(PIPE_IPC),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(TEST_STRFTIME),
!def(LITE),
def(TEST_TERMDOC),
!def(BADRAND),
!def(BITMAPDEBUG),
!def(PROTOTYPES),
def(BADRAND),
def(_Windows),
(def(VMS)&!def(MSDOS)),
def(PM3D),
!def(RELEASE_VERSION),
!def(HAVE_ERF),
!def(MSDOS),
def(USE_SYSTEM_TIME),
def(TEST_TIME),
