def(PM3D),
def(TEST_TERMDOC),
def(PIPES),
def(BITMAPDEBUG),
!def(NO_LOCALE_H),
!def(LITE),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(TEST_TIME),
!def(RELEASE_VERSION),
!def(BADRAND),
!def(lint),
True,
!def(HAVE_ERF),
def(TEST_STRFTIME),
(!def(MSDOS)&!def(VMS)),
def(RELEASE_VERSION),
!def(BITMAPDEBUG),
def(_Windows),
!def(MSDOS),
def(VMS),
def(__ZTC__),
def(MSDOS),
!def(USE_SYSTEM_TIME),
(def(VMS)&!def(MSDOS)),
(def(VMS)&!def(BSD)),
def(USE_SYSTEM_TIME),
!def(HAVE_ERFC),
def(NO_LOCALE_H),
def(BADRAND),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
