def(PIPES),
(!def(MSDOS)&!def(VMS)),
def(TEST_STRFTIME),
(!def(AMIGA_SC_6_1)&!def(PM3D)),
def(USE_SYSTEM_TIME),
def(RELEASE_VERSION),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(AMIGA_SC_6_1),
(!def(PIPE_IPC)&def(__ZTC__)),
def(EAM_DATASTRINGS),
!def(BITMAPDEBUG),
(!def(AMIGA_SC_6_1)&def(EAM_HISTOGRAMS)),
def(AMIGA_AC_5),
def(__PUREC__),
(def(VMS)&!def(MSDOS)),
(!def(APOLLO)&def(GP_STRING_VARS)),
!def(BINARY_DATA_FILE),
(!def(PIPE_IPC)&def(VMS)),
def(MSDOS),
def(TEST_TERMDOC),
(def(VMS)&!def(BSD)),
(!def(AMIGA_SC_6_1)&!def(PM3D)&def(USE_ULIG_FILLEDBOXES)),
(!def(AMIGA_SC_6_1)&def(EAM_DATASTRINGS)),
!def(__PUREC__),
def(GP_MACROS),
def(_Windows),
def(PIPE_IPC),
!def(USE_SYSTEM_TIME),
!def(lint),
def(GP_STRING_VARS),
!def(EAM_HISTOGRAMS),
def(USE_MOUSE),
def(PM3D),
!def(LITE),
def(TEST_TIME),
def(EAM_HISTOGRAMS),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(RELEASE_VERSION),
def(BITMAPDEBUG),
def(BINARY_DATA_FILE),
!def(MSDOS),
(!def(AMIGA_SC_6_1)&!def(PM3D)&def(EAM_HISTOGRAMS)),
True,
