!def(NO_LOCALE_H),
!def(lint),
(def(VMS)&!def(BSD)),
!def(BITMAPDEBUG),
!def(HAVE_ERFC),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(__ZTC__),
def(_Windows),
def(BITMAPDEBUG),
def(TEST_STRFTIME),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(MSDOS),
!def(BADRAND),
True,
(!def(MSDOS)&!def(VMS)),
def(TEST_TERMDOC),
def(TEST_TIME),
!def(MSDOS),
def(PIPES),
!def(HAVE_ERF),
def(LITE),
!def(LITE),
def(BADRAND),
(def(VMS)&!def(MSDOS)),
def(VMS),
!def(USE_SYSTEM_TIME),
def(NO_LOCALE_H),
def(USE_SYSTEM_TIME),
