!def(USE_SYSTEM_TIME),
(def(VMS)&!def(BSD)),
!def(HAVE_ERF),
def(TEST_TERMDOC),
def(BITMAPDEBUG),
!def(LITE),
!def(NO_LOCALE_H),
def(MSDOS),
def(USE_SYSTEM_TIME),
def(RELEASE_VERSION),
def(VMS),
!def(BADRAND),
True,
!def(RELEASE_VERSION),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(BADRAND),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(_Windows),
!def(BITMAPDEBUG),
def(__ZTC__),
(def(VMS)&!def(MSDOS)),
def(PIPES),
def(NO_LOCALE_H),
!def(MSDOS),
!def(lint),
def(TEST_STRFTIME),
!def(HAVE_ERFC),
def(PM3D),
(!def(MSDOS)&!def(VMS)),
def(TEST_TIME),
