def(PIPES),
!def(BADRAND),
!def(HAVE_ERFC),
def(USE_SYSTEM_TIME),
def(VMS),
def(RELEASE_VERSION),
def(MSDOS),
def(BADRAND),
(def(VMS)&!def(BSD)),
def(USE_MOUSE),
def(__ZTC__),
def(TEST_TIME),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(HAVE_ERF),
!def(RELEASE_VERSION),
!def(MSDOS),
!def(USE_SYSTEM_TIME),
!def(LITE),
def(TEST_STRFTIME),
def(PIPE_IPC),
(def(VMS)&!def(MSDOS)),
def(_Windows),
def(PM3D),
def(NO_LOCALE_H),
!def(lint),
True,
def(BITMAPDEBUG),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(TEST_TERMDOC),
!def(NO_LOCALE_H),
!def(BITMAPDEBUG),
(!def(MSDOS)&!def(VMS)),
