def(_Windows),
!def(BITMAPDEBUG),
def(__ZTC__),
True,
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
(def(VMS)&!def(BSD)),
def(PIPE_IPC),
def(TEST_STRFTIME),
def(BADRAND),
def(BITMAPDEBUG),
def(VMS),
!def(USE_SYSTEM_TIME),
def(PM3D),
!def(LITE),
def(NO_LOCALE_H),
!def(MSDOS),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(PIPES),
(!def(MSDOS)&!def(VMS)),
!def(HAVE_ERF),
(def(VMS)&!def(MSDOS)),
def(MSDOS),
def(RELEASE_VERSION),
!def(RELEASE_VERSION),
!def(HAVE_ERFC),
!def(BADRAND),
def(USE_SYSTEM_TIME),
!def(lint),
def(USE_MOUSE),
def(TEST_TERMDOC),
!def(NO_LOCALE_H),
def(TEST_TIME),
