def(RELEASE_VERSION),
!def(USE_SYSTEM_TIME),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(BADRAND),
def(_Windows),
!def(lint),
def(TEST_TIME),
!def(BADRAND),
(def(VMS)&!def(MSDOS)),
def(USE_SYSTEM_TIME),
def(VMS),
(!def(MSDOS)&!def(VMS)),
def(__ZTC__),
!def(HAVE_ERFC),
!def(NO_LOCALE_H),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(HAVE_ERF),
!def(BITMAPDEBUG),
!def(MSDOS),
def(TEST_TERMDOC),
True,
def(BITMAPDEBUG),
(def(VMS)&!def(BSD)),
!def(LITE),
def(NO_LOCALE_H),
def(PIPES),
def(TEST_STRFTIME),
def(MSDOS),
!def(RELEASE_VERSION),
