(def(VMS)&!def(BSD)),
def(TEST_TIME),
!def(BITMAPDEBUG),
def(TEST_STRFTIME),
def(PIPE_IPC),
def(BITMAPDEBUG),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(PM3D),
!def(USE_SYSTEM_TIME),
!def(HAVE_ERF),
def(__ZTC__),
(!def(MSDOS)&!def(VMS)),
True,
!def(lint),
def(VMS),
def(TEST_TERMDOC),
def(_Windows),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(USE_MOUSE),
def(USE_SYSTEM_TIME),
def(MSDOS),
!def(RELEASE_VERSION),
!def(LITE),
(def(VMS)&!def(MSDOS)),
!def(HAVE_ERFC),
!def(BADRAND),
def(PIPES),
def(NO_LOCALE_H),
def(RELEASE_VERSION),
def(BADRAND),
!def(NO_LOCALE_H),
!def(MSDOS),
