!def(LITE),
!def(BITMAPDEBUG),
!def(HAVE_ERFC),
!def(BADRAND),
(def(VMS)&!def(BSD)),
True,
def(VMS),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(USE_SYSTEM_TIME),
def(MSDOS),
(def(VMS)&!def(MSDOS)),
def(NO_LOCALE_H),
!def(lint),
!def(HAVE_ERF),
def(BITMAPDEBUG),
def(TEST_TERMDOC),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(PIPES),
def(TEST_TIME),
def(__ZTC__),
def(TEST_STRFTIME),
!def(USE_SYSTEM_TIME),
!def(NO_LOCALE_H),
def(BADRAND),
(!def(MSDOS)&!def(VMS)),
def(_Windows),
!def(MSDOS),
