def(PM3D),
!def(HAVE_ERF),
def(TEST_TERMDOC),
def(TEST_TIME),
!def(HAVE_ERFC),
def(MSDOS),
!def(BITMAPDEBUG),
def(BADRAND),
def(USE_SYSTEM_TIME),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(TEST_STRFTIME),
!def(NO_LOCALE_H),
True,
!def(LITE),
def(USE_MOUSE),
def(PIPES),
def(NO_LOCALE_H),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
(!def(MSDOS)&!def(VMS)),
!def(lint),
!def(RELEASE_VERSION),
(def(VMS)&!def(BSD)),
(def(VMS)&!def(MSDOS)),
def(__ZTC__),
def(RELEASE_VERSION),
def(BITMAPDEBUG),
!def(USE_SYSTEM_TIME),
def(PIPE_IPC),
def(_Windows),
def(VMS),
!def(MSDOS),
!def(BADRAND),
