def(BITMAPDEBUG),
!def(HAVE_ERF),
def(MSDOS),
!def(RELEASE_VERSION),
def(_Windows),
!def(BITMAPDEBUG),
!def(HAVE_ERFC),
def(TEST_TIME),
(!def(MSDOS)&!def(VMS)),
def(BADRAND),
def(USE_SYSTEM_TIME),
(def(VMS)&!def(BSD)),
True,
def(VMS),
!def(lint),
!def(BADRAND),
def(PIPES),
def(__ZTC__),
def(PIPE_IPC),
(def(VMS)&!def(MSDOS)),
def(TEST_STRFTIME),
def(TEST_TERMDOC),
def(RELEASE_VERSION),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(LITE),
def(USE_MOUSE),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(PM3D),
!def(MSDOS),
!def(USE_SYSTEM_TIME),
