def(PIPES),
!def(lint),
def(TEST_TIME),
def(USE_SYSTEM_TIME),
def(__ZTC__),
(def(VMS)&!def(BSD)),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(MSDOS),
def(BADRAND),
def(BITMAPDEBUG),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(NO_LOCALE_H),
True,
!def(HAVE_ERF),
def(_Windows),
!def(USE_SYSTEM_TIME),
def(VMS),
def(TEST_STRFTIME),
def(MSDOS),
!def(LITE),
!def(BITMAPDEBUG),
!def(HAVE_ERFC),
(def(VMS)&!def(MSDOS)),
!def(NO_LOCALE_H),
!def(BADRAND),
def(TEST_TERMDOC),
(!def(MSDOS)&!def(VMS)),
