(!def(MSDOS)&!def(VMS)),
!def(HAVE_ERF),
def(BADRAND),
def(PIPE_IPC),
def(BITMAPDEBUG),
!def(lint),
(def(VMS)&!def(MSDOS)),
def(PIPES),
!def(RELEASE_VERSION),
!def(HAVE_ERFC),
def(TEST_STRFTIME),
def(USE_SYSTEM_TIME),
def(TEST_TIME),
!def(NO_LOCALE_H),
def(__ZTC__),
!def(LITE),
!def(BADRAND),
!def(USE_SYSTEM_TIME),
def(MSDOS),
def(VMS),
def(_Windows),
def(NO_LOCALE_H),
!def(MSDOS),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
(def(VMS)&!def(BSD)),
def(PM3D),
def(USE_MOUSE),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(BITMAPDEBUG),
True,
def(RELEASE_VERSION),
def(TEST_TERMDOC),
