def(BITMAPDEBUG),
def(__ZTC__),
def(RELEASE_VERSION),
def(TEST_STRFTIME),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
True,
def(PIPES),
def(TEST_TIME),
def(USE_MOUSE),
def(MSDOS),
def(TEST_TERMDOC),
def(_Windows),
!def(GP_ISVAR),
(def(VMS)&!def(BSD)),
!def(PROTOTYPES),
def(PROTOTYPES),
def(VMS),
!def(MSDOS),
def(USE_SYSTEM_TIME),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(RELEASE_VERSION),
(def(VMS)&!def(MSDOS)),
!def(USE_SYSTEM_TIME),
def(PM3D),
(!def(MSDOS)&!def(VMS)),
!def(lint),
!def(LITE),
def(PIPE_IPC),
!def(BITMAPDEBUG),
