def(TEST_TERMDOC),
def(RELEASE_VERSION),
(def(VMS)&!def(BSD)),
(def(VMS)&!def(MSDOS)),
def(__ZTC__),
!def(RELEASE_VERSION),
def(_Windows),
def(TEST_TIME),
def(NO_LOCALE_H),
def(PM3D),
def(PIPES),
def(USE_MOUSE),
!def(LITE),
!def(NO_LOCALE_H),
(!def(MSDOS)&!def(VMS)),
def(BITMAPDEBUG),
def(PIPE_IPC),
!def(HAVE_ERFC),
!def(lint),
def(USE_SYSTEM_TIME),
def(MSDOS),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(BADRAND),
!def(HAVE_ERF),
!def(MSDOS),
True,
!def(BITMAPDEBUG),
!def(BADRAND),
def(VMS),
def(TEST_STRFTIME),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(USE_SYSTEM_TIME),
