def(TEST_STRFTIME),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
(!def(MSDOS)&!def(VMS)),
def(TEST_TERMDOC),
!def(PROTOTYPES),
def(USE_MOUSE),
True,
(def(VMS)&!def(MSDOS)),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(PM3D),
def(PIPES),
def(VMS),
!def(LITE),
def(USE_SYSTEM_TIME),
def(TEST_TIME),
def(_Windows),
!def(RELEASE_VERSION),
def(PROTOTYPES),
!def(MSDOS),
def(__ZTC__),
!def(BITMAPDEBUG),
def(MSDOS),
def(RELEASE_VERSION),
(def(VMS)&!def(BSD)),
!def(USE_SYSTEM_TIME),
!def(GP_ISVAR),
!def(lint),
def(PIPE_IPC),
def(BITMAPDEBUG),
