!def(lint),
(def(VMS)&!def(BSD)),
!def(LITE),
def(USE_SYSTEM_TIME),
def(PIPES),
def(TEST_TERMDOC),
def(BITMAPDEBUG),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(NO_LOCALE_H),
!def(HAVE_ERFC),
!def(MSDOS),
!def(USE_SYSTEM_TIME),
def(TEST_TIME),
!def(HAVE_ERF),
True,
def(TEST_STRFTIME),
def(__ZTC__),
(!def(MSDOS)&!def(VMS)),
!def(NO_LOCALE_H),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(BADRAND),
!def(BADRAND),
!def(BITMAPDEBUG),
def(VMS),
(def(VMS)&!def(MSDOS)),
def(_Windows),
def(MSDOS),
