def(TEST_TIME),
def(TEST_STRFTIME),
(!def(MSDOS)&!def(VMS)),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(PIPES),
!def(HAVE_ERF),
!def(HAVE_ERFC),
def(USE_SYSTEM_TIME),
def(VMS),
def(PM3D),
def(RELEASE_VERSION),
!def(RELEASE_VERSION),
def(_Windows),
!def(MSDOS),
!def(PROTOTYPES),
(def(VMS)&!def(MSDOS)),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(MSDOS),
def(TEST_TERMDOC),
def(USE_MOUSE),
!def(USE_SYSTEM_TIME),
def(BADRAND),
def(__ZTC__),
!def(BITMAPDEBUG),
True,
def(BITMAPDEBUG),
def(PROTOTYPES),
!def(BADRAND),
!def(LITE),
!def(lint),
(def(VMS)&!def(BSD)),
def(PIPE_IPC),
