!def(MSDOS),
def(BITMAPDEBUG),
def(TEST_STRFTIME),
def(NO_LOCALE_H),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(HAVE_ERFC),
def(TEST_TIME),
def(__ZTC__),
(def(VMS)&!def(BSD)),
def(MSDOS),
def(BADRAND),
!def(BITMAPDEBUG),
(def(VMS)&!def(MSDOS)),
!def(LITE),
!def(NO_LOCALE_H),
True,
def(_Windows),
!def(BADRAND),
def(VMS),
(!def(MSDOS)&!def(VMS)),
def(USE_SYSTEM_TIME),
def(TEST_TERMDOC),
!def(lint),
def(PIPES),
!def(USE_SYSTEM_TIME),
!def(HAVE_ERF),
