!def(RELEASE_VERSION),
!def(BADRAND),
def(TEST_TIME),
def(_Windows),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(PROTOTYPES),
def(BITMAPDEBUG),
def(__ZTC__),
(def(VMS)&!def(BSD)),
def(TEST_STRFTIME),
!def(LITE),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(RELEASE_VERSION),
!def(BITMAPDEBUG),
def(PIPES),
def(PIPE_IPC),
def(USE_SYSTEM_TIME),
True,
!def(MSDOS),
def(USE_MOUSE),
def(PM3D),
def(TEST_TERMDOC),
(def(VMS)&!def(MSDOS)),
def(PROTOTYPES),
!def(HAVE_ERF),
!def(USE_SYSTEM_TIME),
!def(lint),
(!def(MSDOS)&!def(VMS)),
def(VMS),
def(BADRAND),
!def(HAVE_ERFC),
def(MSDOS),
