(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(lint),
True,
!def(NO_LOCALE_H),
def(BITMAPDEBUG),
(def(VMS)&!def(MSDOS)),
!def(MSDOS),
!def(BADRAND),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(TEST_TERMDOC),
!def(BITMAPDEBUG),
def(TEST_TIME),
!def(LITE),
def(__ZTC__),
(!def(MSDOS)&!def(VMS)),
!def(HAVE_ERFC),
def(VMS),
def(_Windows),
(def(VMS)&!def(BSD)),
def(PIPES),
def(RELEASE_VERSION),
def(MSDOS),
!def(USE_SYSTEM_TIME),
!def(RELEASE_VERSION),
def(TEST_STRFTIME),
def(NO_LOCALE_H),
def(USE_SYSTEM_TIME),
!def(HAVE_ERF),
def(BADRAND),
