def(USE_SYSTEM_TIME),
!def(LITE),
def(__ZTC__),
def(_Windows),
def(TEST_TIME),
def(PIPES),
True,
def(TEST_TERMDOC),
def(BADRAND),
!def(BADRAND),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
(!def(MSDOS)&!def(VMS)),
!def(BITMAPDEBUG),
!def(HAVE_ERF),
def(TEST_STRFTIME),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
(def(VMS)&!def(BSD)),
!def(RELEASE_VERSION),
!def(lint),
def(NO_LOCALE_H),
!def(NO_LOCALE_H),
def(VMS),
!def(MSDOS),
def(BITMAPDEBUG),
!def(HAVE_ERFC),
def(RELEASE_VERSION),
(def(VMS)&!def(MSDOS)),
def(MSDOS),
!def(USE_SYSTEM_TIME),
