(!def(MSDOS)&!def(VMS)),
def(PM3D),
def(MSDOS),
def(USE_SYSTEM_TIME),
!def(RELEASE_VERSION),
def(PIPE_IPC),
def(TEST_STRFTIME),
def(BITMAPDEBUG),
!def(USE_SYSTEM_TIME),
def(_Windows),
True,
!def(lint),
def(TEST_TERMDOC),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(BITMAPDEBUG),
!def(MSDOS),
def(PIPES),
!def(PROTOTYPES),
def(VMS),
def(TEST_TIME),
def(USE_MOUSE),
def(__ZTC__),
(def(VMS)&!def(MSDOS)),
!def(GP_ISVAR),
(def(VMS)&!def(BSD)),
def(PROTOTYPES),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(RELEASE_VERSION),
