def(PM3D),
def(NO_LOCALE_H),
!def(USE_SYSTEM_TIME),
!def(MSDOS),
def(_Windows),
!def(BADRAND),
def(VMS),
def(RELEASE_VERSION),
!def(RELEASE_VERSION),
(def(VMS)&!def(BSD)),
True,
def(USE_SYSTEM_TIME),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(TEST_STRFTIME),
(!def(MSDOS)&!def(VMS)),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(lint),
(def(VMS)&!def(MSDOS)),
!def(HAVE_ERFC),
def(USE_MOUSE),
!def(LITE),
!def(NO_LOCALE_H),
!def(HAVE_ERF),
def(BADRAND),
def(__ZTC__),
def(PIPE_IPC),
!def(BITMAPDEBUG),
def(TEST_TIME),
def(MSDOS),
def(BITMAPDEBUG),
def(TEST_TERMDOC),
def(PIPES),
