def(MSDOS),
!def(PROTOTYPES),
def(PM3D),
!def(GP_ISVAR),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(MSDOS),
def(_Windows),
def(__ZTC__),
True,
def(PROTOTYPES),
!def(lint),
def(TEST_TERMDOC),
!def(BITMAPDEBUG),
def(TEST_TIME),
(def(VMS)&!def(BSD)),
def(USE_SYSTEM_TIME),
def(TEST_STRFTIME),
(!def(MSDOS)&!def(VMS)),
def(BITMAPDEBUG),
!def(USE_SYSTEM_TIME),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(PIPES),
def(VMS),
def(PIPE_IPC),
(def(VMS)&!def(MSDOS)),
