(def(VMS)&!def(MSDOS)),
!def(lint),
def(TEST_STRFTIME),
def(MSDOS),
def(TEST_TERMDOC),
!def(HAVE_ERFC),
!def(NO_LOCALE_H),
def(__ZTC__),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(USE_SYSTEM_TIME),
def(_Windows),
!def(BITMAPDEBUG),
def(PIPES),
def(NO_LOCALE_H),
def(USE_SYSTEM_TIME),
True,
def(BITMAPDEBUG),
(def(VMS)&!def(BSD)),
!def(LITE),
!def(MSDOS),
(!def(MSDOS)&!def(VMS)),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(VMS),
!def(HAVE_ERF),
!def(BADRAND),
def(BADRAND),
def(TEST_TIME),
