def(TEST_TERMDOC),
def(TEST_STRFTIME),
!def(LITE),
!def(BITMAPDEBUG),
def(VMS),
!def(BADRAND),
(def(VMS)&!def(MSDOS)),
True,
!def(HAVE_ERF),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(PIPES),
(!def(MSDOS)&!def(VMS)),
def(NO_LOCALE_H),
!def(HAVE_ERFC),
def(BADRAND),
def(TEST_TIME),
def(_Windows),
!def(MSDOS),
!def(NO_LOCALE_H),
!def(lint),
def(USE_SYSTEM_TIME),
def(BITMAPDEBUG),
def(__ZTC__),
(def(VMS)&!def(BSD)),
!def(USE_SYSTEM_TIME),
def(MSDOS),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
