def(TEST_TERMDOC),
!def(NO_LOCALE_H),
!def(MSDOS),
def(_Windows),
def(BITMAPDEBUG),
def(TEST_TIME),
True,
!def(LITE),
def(NO_LOCALE_H),
(!def(MSDOS)&!def(VMS)),
!def(lint),
def(MSDOS),
def(PIPES),
(def(VMS)&!def(MSDOS)),
def(TEST_STRFTIME),
def(BADRAND),
!def(HAVE_ERFC),
def(__ZTC__),
!def(HAVE_ERF),
def(VMS),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(USE_SYSTEM_TIME),
!def(USE_SYSTEM_TIME),
!def(BITMAPDEBUG),
(def(VMS)&!def(BSD)),
!def(BADRAND),
