def(_Windows),
def(TEST_TERMDOC),
!def(HAVE_ERF),
def(PIPES),
!def(USE_SYSTEM_TIME),
def(PM3D),
def(PIPE_IPC),
def(USE_SYSTEM_TIME),
True,
def(TEST_STRFTIME),
!def(BITMAPDEBUG),
(!def(MSDOS)&!def(VMS)),
def(BADRAND),
(def(VMS)&!def(BSD)),
def(NO_LOCALE_H),
def(TEST_TIME),
(def(VMS)&!def(MSDOS)),
def(__ZTC__),
def(RELEASE_VERSION),
def(BITMAPDEBUG),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(NO_LOCALE_H),
def(VMS),
!def(RELEASE_VERSION),
!def(MSDOS),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(MSDOS),
(def(X11)&def(USE_MOUSE)),
!def(HAVE_ERFC),
!def(lint),
!def(BADRAND),
!def(LITE),
