(def(VMS)&!def(BSD)),
def(VMS),
def(_Windows),
def(BITMAPDEBUG),
!def(HAVE_ERFC),
def(USE_SYSTEM_TIME),
!def(USE_SYSTEM_TIME),
def(__ZTC__),
def(BADRAND),
def(TEST_TIME),
def(TEST_TERMDOC),
!def(HAVE_ERF),
def(TEST_STRFTIME),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
(def(VMS)&!def(MSDOS)),
def(NO_LOCALE_H),
(!def(MSDOS)&!def(VMS)),
!def(lint),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(NO_LOCALE_H),
!def(BADRAND),
def(PIPES),
True,
!def(BITMAPDEBUG),
!def(MSDOS),
def(MSDOS),
!def(LITE),
