def(PIPE_IPC),
!def(USE_SYSTEM_TIME),
def(__PUREC__),
(!def(PIPE_IPC)&def(VMS)),
def(GP_STRING_VARS),
!def(RELEASE_VERSION),
def(AMIGA_AC_5),
def(_Windows),
!def(LITE),
(def(VMS)&!def(MSDOS)),
def(PIPES),
(!def(MSDOS)&!def(VMS)),
(!def(AMIGA_SC_6_1)&!def(PM3D)&def(EAM_HISTOGRAMS)),
(def(VMS)&!def(BSD)),
(!def(PIPE_IPC)&def(__ZTC__)),
(!def(AMIGA_SC_6_1)&!def(PM3D)&def(USE_ULIG_FILLEDBOXES)),
def(EAM_DATASTRINGS),
True,
def(EAM_HISTOGRAMS),
def(TEST_STRFTIME),
def(BITMAPDEBUG),
(!def(AMIGA_SC_6_1)&def(EAM_HISTOGRAMS)),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(MSDOS),
(!def(APOLLO)&def(GP_STRING_VARS)),
def(TEST_TERMDOC),
(!def(AMIGA_SC_6_1)&!def(PM3D)),
def(USE_SYSTEM_TIME),
!def(BITMAPDEBUG),
!def(BINARY_DATA_FILE),
!def(lint),
def(TEST_TIME),
!def(MSDOS),
!def(EAM_HISTOGRAMS),
def(USE_MOUSE),
(!def(AMIGA_SC_6_1)&def(EAM_DATASTRINGS)),
def(PM3D),
def(GP_MACROS),
def(RELEASE_VERSION),
def(BINARY_DATA_FILE),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(__PUREC__),
!def(AMIGA_SC_6_1),
