def(TEST_TIME),
def(_Windows),
def(NO_LOCALE_H),
True,
(def(__TURBOC__)&!def(__ZTC__)&!def(_Windows)),
def(HAVE_SYS_UTSNAME_H),
!def(BADRAND),
!def(OSK),
def(TEST_STRFTIME),
!def(lint),
!def(MSDOS),
def(BADRAND),
def(TEST),
!def(LITE),
!def(HAVE_ERF),
def(SYSTEM_TIME),
def(unix),
def(VMS),
def(LITE),
!def(NO_LOCALE_H),
!def(SYSTEM_TIME),
