def(MSDOS),
def(__ZTC__),
(def(VMS)&!def(BSD)),
def(USE_SYSTEM_TIME),
!def(NO_LOCALE_H),
def(PIPES),
def(TEST_TERMDOC),
(def(VMS)&!def(MSDOS)),
def(_Windows),
def(TEST_STRFTIME),
def(TEST_TIME),
def(VMS),
def(BADRAND),
def(NO_LOCALE_H),
!def(HAVE_ERF),
!def(lint),
def(LITE),
True,
!def(MSDOS),
def(BITMAPDEBUG),
!def(BITMAPDEBUG),
!def(HAVE_ERFC),
!def(LITE),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
(!def(MSDOS)&!def(VMS)),
!def(BADRAND),
!def(USE_SYSTEM_TIME),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
