(def(VMS)&!def(BSD)),
def(USE_MOUSE),
def(PM3D),
(!def(MSDOS)&!def(VMS)),
!def(NO_LOCALE_H),
def(TEST_TERMDOC),
(def(VMS)&!def(MSDOS)),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
!def(BADRAND),
!def(LITE),
def(NO_LOCALE_H),
!def(lint),
def(USE_SYSTEM_TIME),
def(TEST_STRFTIME),
def(_Windows),
def(MSDOS),
def(PIPE_IPC),
def(TEST_TIME),
def(BADRAND),
def(BITMAPDEBUG),
!def(HAVE_ERFC),
def(PIPES),
def(__ZTC__),
!def(USE_SYSTEM_TIME),
True,
!def(HAVE_ERF),
!def(MSDOS),
def(VMS),
!def(RELEASE_VERSION),
def(RELEASE_VERSION),
!def(BITMAPDEBUG),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
