def(PM3D),
!def(lint),
!def(RELEASE_VERSION),
!def(BADRAND),
def(BADRAND),
def(USE_MOUSE),
def(PIPES),
(!def(MSDOS)&!def(VMS)),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
def(TEST_TERMDOC),
!def(USE_SYSTEM_TIME),
(def(VMS)&!def(BSD)),
(def(VMS)&!def(MSDOS)),
def(_Windows),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(NO_LOCALE_H),
def(__ZTC__),
!def(LITE),
def(RELEASE_VERSION),
def(USE_SYSTEM_TIME),
!def(BITMAPDEBUG),
def(TEST_TIME),
def(PIPE_IPC),
True,
def(VMS),
def(MSDOS),
!def(HAVE_ERF),
!def(HAVE_ERFC),
!def(MSDOS),
def(TEST_STRFTIME),
def(BITMAPDEBUG),
!def(NO_LOCALE_H),
