def(USE_MOUSE),
(def(TEST_TIME)&!def(HAVE_SYS_TIMEB_H)),
def(RELEASE_VERSION),
def(PIPE_IPC),
(def(VMS)&!def(MSDOS)&(def(MSDOS)|def(VMS))),
!def(MSDOS),
True,
!def(__PUREC__),
!def(BINARY_DATA_FILE),
(def(VMS)&!def(MSDOS)),
def(TEST_TIME),
def(PM3D),
def(MSDOS),
def(EAM_HISTOGRAMS),
def(PIPES),
!def(EAM_HISTOGRAMS),
!def(RELEASE_VERSION),
(!def(PIPE_IPC)&def(__ZTC__)),
(!def(APOLLO)&def(GP_STRING_VARS)),
!def(AMIGA_SC_6_1),
(!def(AMIGA_SC_6_1)&!def(PM3D)&def(EAM_HISTOGRAMS)),
def(BINARY_DATA_FILE),
(!def(MSDOS)&!def(VMS)),
def(TEST_STRFTIME),
(!def(AMIGA_SC_6_1)&!def(PM3D)),
def(TEST_TERMDOC),
(!def(PIPE_IPC)&def(VMS)),
!def(USE_SYSTEM_TIME),
def(__PUREC__),
def(_Windows),
def(BITMAPDEBUG),
(def(VMS)&!def(BSD)),
!def(BITMAPDEBUG),
(!def(AMIGA_SC_6_1)&!def(PM3D)&def(USE_ULIG_FILLEDBOXES)),
def(GP_MACROS),
def(EAM_DATASTRINGS),
(!def(AMIGA_SC_6_1)&def(EAM_HISTOGRAMS)),
def(AMIGA_AC_5),
(!def(AMIGA_SC_6_1)&def(EAM_DATASTRINGS)),
def(USE_SYSTEM_TIME),
def(GP_STRING_VARS),
!def(lint),
!def(LITE),
